country,sectorName,year,pollutantName,value,unit
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.0115113,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.606317,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.063,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,47.9,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.05,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.0980145,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,3.02448,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.21818,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,6.38643,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.00328082,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,1.175e-06,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.104928,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,2.19858,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.749849,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,2.29346,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.654545,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.181106,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.119961,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2009,SOx,0.363443,Gg (1000 tonnes)
Greece,National navigation (shipping),2009,NOx,51.0614,kt
Greece,National navigation (shipping),2009,SOx,47.9,kt
Greece,Nitric acid production,2009,NOx,0.250594,kt
Greece,Open burning of waste,2009,NOx,5.94494,kt
Greece,Open burning of waste,2009,SOx,0.22636,kt
Greece,Other product use (please specify in the IIR),2009,NOx,0.170396,kt
Greece,Other product use (please specify in the IIR),2009,SOx,0.000501924,kt
Greece,"Other, Mobile (including military, land based and recreational boats)",2009,NOx,1.23298,kt
Greece,"Other, Mobile (including military, land based and recreational boats)",2009,SOx,0.0156074,kt
Greece,Petroleum refining,2009,NOx,5.964,kt
Greece,Petroleum refining,2009,SOx,11.62,kt
Greece,Pipeline transport,2009,NOx,0.0010656,kt
Greece,Public electricity and heat production,2009,NOx,123.737,kt
Greece,Public electricity and heat production,2009,SOx,298.389,kt
Greece,Railways,2009,NOx,1.197,kt
Greece,Railways,2009,SOx,0.063,kt
Greece,Residential: Stationary,2009,NOx,6.53088,kt
Greece,Residential: Stationary,2009,SOx,6.38643,kt
Greece,Road transport: Automobile road abrasion (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Automobile road abrasion (fuel used),2009,SOx,0.0,kt
Greece,Road transport: Automobile tyre and brake wear (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Automobile tyre and brake wear (fuel used),2009,SOx,0.0,kt
Greece,Road transport: Gasoline evaporation (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Gasoline evaporation (fuel used),2009,SOx,0.0,kt
Greece,Road transport: Heavy duty vehicles and buses,2009,NOx,100.389,kt
Greece,Road transport: Heavy duty vehicles and buses,2009,SOx,0.302861,kt
Greece,Road transport: Heavy duty vehicles and buses (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Heavy duty vehicles and buses (fuel used),2009,SOx,0.0,kt
Greece,Road transport: Light duty vehicles,2009,NOx,12.8751,kt
Greece,Road transport: Light duty vehicles,2009,SOx,0.0970123,kt
Greece,Road transport: Light duty vehicles (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Light duty vehicles (fuel used),2009,SOx,0.0,kt
Greece,Road transport: Mopeds & motorcycles,2009,NOx,2.19001,kt
Greece,Road transport: Mopeds & motorcycles,2009,SOx,0.0261592,kt
Greece,Road transport: Mopeds & motorcycles (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Mopeds & motorcycles (fuel used),2009,SOx,0.0,kt
Greece,Road transport: Passenger cars,2009,NOx,21.0103,kt
Greece,Road transport: Passenger cars,2009,SOx,0.334346,kt
Greece,Road transport: Passenger cars (fuel used),2009,NOx,0.0,kt
Greece,Road transport: Passenger cars (fuel used),2009,SOx,0.0,kt
Greece,Sewage sludge applied to soils,2009,NOx,0.0221895,kt
Greece,Stationary combustion in manufacturing industries and construction: Chemicals,2009,NOx,4.50048,kt
Greece,Stationary combustion in manufacturing industries and construction: Chemicals,2009,SOx,2.19858,kt
Greece,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",2009,NOx,3.58262,kt
Greece,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",2009,SOx,2.29346,kt
Greece,Stationary combustion in manufacturing industries and construction: Iron and steel,2009,NOx,0.2998,kt
Greece,Stationary combustion in manufacturing industries and construction: Iron and steel,2009,SOx,0.0980145,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,2009,NOx,3.04517,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,2009,SOx,3.02448,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,2009,NOx,19.608,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,2009,SOx,15.2239,kt
Greece,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),2009,NOx,10.0256,kt
Greece,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),2009,SOx,8.24569,kt
Greece,"Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",2009,NOx,0.957531,kt
Greece,"Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",2009,SOx,0.749849,kt
Greece,Urine and dung deposited by grazing animals,2009,NOx,8.6284,kt
Greece,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,2010,NOx,16.8565,kt
Greece,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,2010,SOx,0.0102325,kt
Greece,Agriculture/Forestry/Fishing: Stationary,2010,NOx,0.390005,kt
Greece,Agriculture/Forestry/Fishing: Stationary,2010,SOx,0.0812,kt
Greece,Aluminium production,2010,NOx,0.136765,kt
Greece,Aluminium production,2010,SOx,0.615443,kt
Greece,Ammonia production,2010,NOx,0.159001,kt
Greece,Animal manure applied to soils,2010,NOx,2.55326,kt
Greece,Chemical industry: Other (please specify in the IIR),2010,SOx,0.293,kt
Greece,Clinical waste incineration,2010,NOx,0.0174266,kt
Greece,Clinical waste incineration,2010,SOx,0.0016775,kt
Greece,Commercial/Institutional: Stationary,2010,NOx,3.90339,kt
Greece,Commercial/Institutional: Stationary,2010,SOx,0.773803,kt
Greece,Domestic aviation LTO (civil),2010,NOx,0.534307,kt
Greece,Domestic aviation LTO (civil),2010,SOx,0.036361,kt
Greece,Domestic aviation cruise (civil),2010,NOx,1.71359,kt
Greece,Domestic aviation cruise (civil),2010,SOx,0.0846151,kt
Greece,Ferroalloys production,2010,NOx,0.16,kt
Greece,Ferroalloys production,2010,SOx,0.32,kt
Greece,Field burning of agricultural residues,2010,NOx,0.886531,kt
Greece,Field burning of agricultural residues,2010,SOx,0.192724,kt
Greece,Forest fires,2010,NOx,0.222425,kt
Greece,Forest fires,2010,SOx,0.044485,kt
Greece,Industrial waste incineration,2010,NOx,6.699e-06,kt
Greece,Industrial waste incineration,2010,SOx,3.619e-07,kt
Greece,Inorganic N-fertilizers (includes also urea application),2010,NOx,8.52,kt
Greece,International aviation LTO (civil),2010,SOx,0.0674727,kt
Greece,International aviation LTO (civil),2010,NOx,1.15532,kt
Greece,International aviation cruise (civil),2010,NOx,10.8177,kt
Greece,International aviation cruise (civil),2010,SOx,0.620866,kt
Greece,International maritime navigation,2010,NOx,167.94,kt
Greece,International maritime navigation,2010,SOx,172.32,kt
Greece,Iron and steel production,2010,NOx,0.237138,kt
Greece,Iron and steel production,2010,SOx,0.109448,kt
Greece,Lead production,2010,SOx,0.05,kt
Greece,Manufacture of solid fuels and other energy industries,2010,NOx,0.076736,kt
Greece,Manufacture of solid fuels and other energy industries,2010,SOx,0.000242279,kt
Greece,Manure management - Broilers,2010,NOx,0.563099,kt
Greece,Manure management - Buffalo,2010,NOx,0.000153301,kt
Greece,Manure management - Dairy cattle,2010,NOx,0.0838988,kt
Greece,Manure management - Goats,2010,NOx,0.0614725,kt
Greece,Manure management - Horses,2010,NOx,0.00745,kt
Greece,Manure management - Laying hens,2010,NOx,0.108367,kt
Greece,Manure management - Mules and asses,2010,NOx,0.012479,kt
Greece,Manure management - Non-dairy cattle,2010,NOx,0.116095,kt
Greece,Manure management - Other poultry,2010,NOx,0.00323874,kt
Greece,Manure management - Sheep,2010,NOx,0.106844,kt
Greece,Manure management - Swine,2010,NOx,0.0110195,kt
Greece,Manure management - Turkeys,2010,NOx,0.0125869,kt
Greece,Mobile combustion in manufacturing industries and construction (please specify in the IIR),2010,NOx,5.41269,kt
Greece,Mobile combustion in manufacturing industries and construction (please specify in the IIR),2010,SOx,0.00302,kt
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.299276,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,6.21078,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,16.8565,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,1.19742,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.159001,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.237138,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.108367,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,5.96465,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,5.23499,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,3.18118,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,19.1506,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,11.4698,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.106844,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.0614725,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,8.52,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,114.081,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.222425,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.076736,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,2.70444,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,8.07308,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,5.41269,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.534307,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,1.71359,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,2.44498,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,40.3693,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,16.3892,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,10.8177,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.109448,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.615443,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.798,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,3.619e-07,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.0838988,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.000153301,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.116095,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.563099,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.00323874,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.16,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.886531,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,2.55326,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.862618,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,1.15532,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.149729,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.0110195,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.00745,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.012479,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,8.61008,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,3.90339,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.276382,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.0125869,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.0222386,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,6.159,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,70.6173,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,167.94,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.000999,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.390005,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.136765,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,6.699e-06,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,NOx,0.0174266,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.000242279,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0846151,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0102325,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.044485,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,12.7279,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0674727,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.620866,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.036361,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0641817,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.773803,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.000348206,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.05,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.227111,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,166.062,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,1.72555,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,1.41129,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.00530186,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,9.651,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0157564,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0812,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.293,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.192724,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.32,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,1.41245,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.421886,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.00302,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0396208,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,4.26028,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0016775,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0584436,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,4.39586,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.042,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,172.32,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,28.4,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2010,SOx,0.0151572,Gg (1000 tonnes)
Greece,National navigation (shipping),2010,NOx,40.3693,kt
Greece,National navigation (shipping),2010,SOx,28.4,kt
Greece,Nitric acid production,2010,NOx,0.276382,kt
Greece,Open burning of waste,2010,NOx,5.96465,kt
Greece,Open burning of waste,2010,SOx,0.227111,kt
Greece,Other product use (please specify in the IIR),2010,NOx,0.149729,kt
Greece,Other product use (please specify in the IIR),2010,SOx,0.000348206,kt
Greece,"Other, Mobile (including military, land based and recreational boats)",2010,SOx,0.0151572,kt
Greece,"Other, Mobile (including military, land based and recreational boats)",2010,NOx,1.19742,kt
Greece,Petroleum refining,2010,NOx,6.159,kt
Greece,Petroleum refining,2010,SOx,9.651,kt
Greece,Pipeline transport,2010,NOx,0.000999,kt
Greece,Public electricity and heat production,2010,NOx,114.081,kt
Greece,Public electricity and heat production,2010,SOx,166.062,kt
Greece,Railways,2010,NOx,0.798,kt
Greece,Railways,2010,SOx,0.042,kt
Greece,Residential: Stationary,2010,NOx,6.21078,kt
Greece,Residential: Stationary,2010,SOx,4.26028,kt
Greece,Road transport: Automobile road abrasion (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Automobile road abrasion (fuel used),2010,SOx,0.0,kt
Greece,Road transport: Automobile tyre and brake wear (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Automobile tyre and brake wear (fuel used),2010,SOx,0.0,kt
Greece,Road transport: Gasoline evaporation (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Gasoline evaporation (fuel used),2010,SOx,0.0,kt
Greece,Road transport: Heavy duty vehicles and buses,2010,NOx,70.6173,kt
Greece,Road transport: Heavy duty vehicles and buses,2010,SOx,0.0396208,kt
Greece,Road transport: Heavy duty vehicles and buses (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Heavy duty vehicles and buses (fuel used),2010,SOx,0.0,kt
Greece,Road transport: Light duty vehicles,2010,NOx,11.4698,kt
Greece,Road transport: Light duty vehicles,2010,SOx,0.0157564,kt
Greece,Road transport: Light duty vehicles (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Light duty vehicles (fuel used),2010,SOx,0.0,kt
Greece,Road transport: Mopeds & motorcycles,2010,NOx,2.44498,kt
Greece,Road transport: Mopeds & motorcycles,2010,SOx,0.00530186,kt
Greece,Road transport: Mopeds & motorcycles (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Mopeds & motorcycles (fuel used),2010,SOx,0.0,kt
Greece,Road transport: Passenger cars,2010,NOx,19.1506,kt
Greece,Road transport: Passenger cars,2010,SOx,0.0641817,kt
Greece,Road transport: Passenger cars (fuel used),2010,NOx,0.0,kt
Greece,Road transport: Passenger cars (fuel used),2010,SOx,0.0,kt
Greece,Sewage sludge applied to soils,2010,NOx,0.0222386,kt
Greece,Stationary combustion in manufacturing industries and construction: Chemicals,2010,NOx,5.23499,kt
Greece,Stationary combustion in manufacturing industries and construction: Chemicals,2010,SOx,1.41245,kt
Greece,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",2010,SOx,1.41129,kt
Greece,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",2010,NOx,3.18118,kt
Greece,Stationary combustion in manufacturing industries and construction: Iron and steel,2010,NOx,0.299276,kt
Greece,Stationary combustion in manufacturing industries and construction: Iron and steel,2010,SOx,0.0584436,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,2010,NOx,2.70444,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,2010,SOx,1.72555,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,2010,NOx,16.3892,kt
Greece,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,2010,SOx,12.7279,kt
Greece,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),2010,SOx,4.39586,kt
Greece,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),2010,NOx,8.07308,kt
Greece,"Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",2010,NOx,0.862618,kt
Greece,"Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",2010,SOx,0.421886,kt
Greece,Urine and dung deposited by grazing animals,2010,NOx,8.61008,kt
Greece,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,2011,NOx,17.9194,kt
Greece,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,2011,SOx,0.0105625,kt
Greece,Agriculture/Forestry/Fishing: Stationary,2011,NOx,0.46124,kt
Greece,Agriculture/Forestry/Fishing: Stationary,2011,SOx,0.0903063,kt
Greece,Aluminium production,2011,NOx,0.16749,kt
Greece,Aluminium production,2011,SOx,0.753705,kt
Greece,Ammonia production,2011,NOx,0.157591,kt
Greece,Animal manure applied to soils,2011,NOx,2.51259,kt
Greece,Chemical industry: Other (please specify in the IIR),2011,SOx,0.265798,kt
Greece,Clinical waste incineration,2011,NOx,0.0153883,kt
Greece,Clinical waste incineration,2011,SOx,0.00148129,kt
Greece,Commercial/Institutional: Stationary,2011,NOx,3.47053,kt
Greece,Commercial/Institutional: Stationary,2011,SOx,0.643581,kt
Greece,Domestic aviation LTO (civil),2011,NOx,0.502747,kt
Greece,Domestic aviation LTO (civil),2011,SOx,0.0330349,kt
Greece,Domestic aviation cruise (civil),2011,NOx,1.57438,kt
Greece,Domestic aviation cruise (civil),2011,SOx,0.0764265,kt
Greece,Ferroalloys production,2011,SOx,0.684719,kt
Greece,Ferroalloys production,2011,NOx,0.212389,kt
Greece,Field burning of agricultural residues,2011,NOx,0.862652,kt
Greece,Field burning of agricultural residues,2011,SOx,0.187533,kt
Greece,Forest fires,2011,NOx,0.095146,kt
Greece,Forest fires,2011,SOx,0.0190292,kt
Greece,Industrial waste incineration,2011,NOx,6.699e-06,kt
Greece,Industrial waste incineration,2011,SOx,3.619e-07,kt
Greece,Inorganic N-fertilizers (includes also urea application),2011,NOx,7.25576,kt
Greece,International aviation LTO (civil),2011,NOx,1.19964,kt
Greece,International aviation LTO (civil),2011,SOx,0.0694431,kt
Greece,International aviation cruise (civil),2011,NOx,11.2597,kt
Greece,International aviation cruise (civil),2011,SOx,0.648298,kt
Greece,International maritime navigation,2011,NOx,196.35,kt
Greece,International maritime navigation,2011,SOx,177.33,kt
Greece,Iron and steel production,2011,SOx,0.116059,kt
Greece,Iron and steel production,2011,NOx,0.251462,kt
Greece,Lead production,2011,SOx,0.05,kt
Greece,Manufacture of solid fuels and other energy industries,2011,NOx,0.0722346,kt
Greece,Manufacture of solid fuels and other energy industries,2011,SOx,0.000228067,kt
Greece,Manure management - Broilers,2011,NOx,0.544832,kt
Greece,Manure management - Buffalo,2011,NOx,0.000177371,kt
Greece,Manure management - Dairy cattle,2011,NOx,0.0758538,kt
Greece,Manure management - Goats,2011,NOx,0.0601188,kt
Greece,Manure management - Horses,2011,NOx,0.0079465,kt
Greece,Manure management - Laying hens,2011,NOx,0.104851,kt
Greece,Manure management - Mules and asses,2011,NOx,0.011075,kt
Greece,Manure management - Non-dairy cattle,2011,NOx,0.119471,kt
Greece,Manure management - Other poultry,2011,NOx,0.00313367,kt
Greece,Manure management - Sheep,2011,NOx,0.106967,kt
Greece,Manure management - Swine,2011,NOx,0.0127303,kt
Greece,Manure management - Turkeys,2011,NOx,0.0121786,kt
Greece,Mobile combustion in manufacturing industries and construction (please specify in the IIR),2011,SOx,0.00194,kt
Greece,Mobile combustion in manufacturing industries and construction (please specify in the IIR),2011,NOx,3.47929,kt
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,114.078,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,15.8691,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,9.33992,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,0.46124,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,0.330416,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,0.106967,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,0.0121786,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,2.71101,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,196.35,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,32.3508,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,1.06431,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,0.251462,Gg (1000 tonnes)
Greece,NATIONAL TOTAL FOR COMPLIANCE,2011,NOx,0.0127303,Gg (1000 tonnes)
